GefilterdeAdressen: {orderID=288 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KX', huisnummer=174, order='iphone 12', Coordinaten_DMS='52° 21.7531011557557, 4° 56.361924058914354', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124495.0 ||| Y= 486168.0', Coordinaten_DECIMAL='X= 52.36255168592926 ||| Y= 4.939365400981906'}
GefilterdeAdressen: {orderID=230 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KT', huisnummer=130, order='iphone 12', Coordinaten_DMS='52° 21.752121148886232, 4° 56.2456600891176', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124363.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253535248144 ||| Y= 4.93742766815196'}
GefilterdeAdressen: {orderID=231 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KT', huisnummer=130, order='iphone 12', Coordinaten_DMS='52° 21.752121148886232, 4° 56.2456600891176', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124363.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253535248144 ||| Y= 4.93742766815196'}
GefilterdeAdressen: {orderID=232 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KT', huisnummer=130, order='iphone 12', Coordinaten_DMS='52° 21.752121148886232, 4° 56.2456600891176', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124363.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253535248144 ||| Y= 4.93742766815196'}
GefilterdeAdressen: {orderID=233 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KT', huisnummer=130, order='iphone 12', Coordinaten_DMS='52° 21.752121148886232, 4° 56.2456600891176', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124363.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253535248144 ||| Y= 4.93742766815196'}
GefilterdeAdressen: {orderID=436 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BL', huisnummer=6, order='iphone 12', Coordinaten_DMS='52° 21.793204745091685, 4° 56.41437185310117', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124555.0 ||| Y= 486242.0', Coordinaten_DECIMAL='X= 52.36322007908486 ||| Y= 4.9402395308850195'}
GefilterdeAdressen: {orderID=437 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BL', huisnummer=6, order='iphone 12', Coordinaten_DMS='52° 21.793204745091685, 4° 56.41437185310117', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124555.0 ||| Y= 486242.0', Coordinaten_DECIMAL='X= 52.36322007908486 ||| Y= 4.9402395308850195'}
GefilterdeAdressen: {orderID=438 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BL', huisnummer=6, order='iphone 12', Coordinaten_DMS='52° 21.793204745091685, 4° 56.41437185310117', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124555.0 ||| Y= 486242.0', Coordinaten_DECIMAL='X= 52.36322007908486 ||| Y= 4.9402395308850195'}
GefilterdeAdressen: {orderID=439 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BL', huisnummer=6, order='iphone 12', Coordinaten_DMS='52° 21.793204745091685, 4° 56.41437185310117', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124555.0 ||| Y= 486242.0', Coordinaten_DECIMAL='X= 52.36322007908486 ||| Y= 4.9402395308850195'}
GefilterdeAdressen: {orderID=226 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KJ', huisnummer=129, order='iphone 12', Coordinaten_DMS='52° 21.764700903822956, 4° 56.29221851073757', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124416.0 ||| Y= 486190.0', Coordinaten_DECIMAL='X= 52.362745015063716 ||| Y= 4.938203641845626'}
GefilterdeAdressen: {orderID=227 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KJ', huisnummer=129, order='iphone 12', Coordinaten_DMS='52° 21.764700903822956, 4° 56.29221851073757', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124416.0 ||| Y= 486190.0', Coordinaten_DECIMAL='X= 52.362745015063716 ||| Y= 4.938203641845626'}
GefilterdeAdressen: {orderID=228 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KJ', huisnummer=129, order='iphone 12', Coordinaten_DMS='52° 21.764700903822956, 4° 56.29221851073757', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124416.0 ||| Y= 486190.0', Coordinaten_DECIMAL='X= 52.362745015063716 ||| Y= 4.938203641845626'}
GefilterdeAdressen: {orderID=229 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KJ', huisnummer=129, order='iphone 12', Coordinaten_DMS='52° 21.764700903822956, 4° 56.29221851073757', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124416.0 ||| Y= 486190.0', Coordinaten_DECIMAL='X= 52.362745015063716 ||| Y= 4.938203641845626'}
GefilterdeAdressen: {orderID=222 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KT', huisnummer=128, order='iphone 12', Coordinaten_DMS='52° 21.752097721809633, 4° 56.239494288185114', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124356.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253496203016 ||| Y= 4.937324904803085'}
GefilterdeAdressen: {orderID=223 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KT', huisnummer=128, order='iphone 12', Coordinaten_DMS='52° 21.752097721809633, 4° 56.239494288185114', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124356.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253496203016 ||| Y= 4.937324904803085'}
GefilterdeAdressen: {orderID=224 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KT', huisnummer=128, order='iphone 12', Coordinaten_DMS='52° 21.752097721809633, 4° 56.239494288185114', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124356.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253496203016 ||| Y= 4.937324904803085'}
GefilterdeAdressen: {orderID=225 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KT', huisnummer=128, order='iphone 12', Coordinaten_DMS='52° 21.752097721809633, 4° 56.239494288185114', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124356.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253496203016 ||| Y= 4.937324904803085'}
GefilterdeAdressen: {orderID=432 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BK', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 21.79866032326032, 4° 56.43105357607855', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124574.0 ||| Y= 486252.0', Coordinaten_DECIMAL='X= 52.36331100538767 ||| Y= 4.940517559601309'}
GefilterdeAdressen: {orderID=433 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BK', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 21.79866032326032, 4° 56.43105357607855', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124574.0 ||| Y= 486252.0', Coordinaten_DECIMAL='X= 52.36331100538767 ||| Y= 4.940517559601309'}
GefilterdeAdressen: {orderID=434 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BK', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 21.79866032326032, 4° 56.43105357607855', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124574.0 ||| Y= 486252.0', Coordinaten_DECIMAL='X= 52.36331100538767 ||| Y= 4.940517559601309'}
GefilterdeAdressen: {orderID=435 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BK', huisnummer=5, order='iphone 12', Coordinaten_DMS='52° 21.79866032326032, 4° 56.43105357607855', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124574.0 ||| Y= 486252.0', Coordinaten_DECIMAL='X= 52.36331100538767 ||| Y= 4.940517559601309'}
GefilterdeAdressen: {orderID=218 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KJ', huisnummer=127, order='iphone 12', Coordinaten_DMS='52° 21.764680858423162, 4° 56.28693351306437', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124410.0 ||| Y= 486190.0', Coordinaten_DECIMAL='X= 52.36274468097372 ||| Y= 4.938115558551073'}
GefilterdeAdressen: {orderID=219 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KJ', huisnummer=127, order='iphone 12', Coordinaten_DMS='52° 21.764680858423162, 4° 56.28693351306437', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124410.0 ||| Y= 486190.0', Coordinaten_DECIMAL='X= 52.36274468097372 ||| Y= 4.938115558551073'}
GefilterdeAdressen: {orderID=220 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KJ', huisnummer=127, order='iphone 12', Coordinaten_DMS='52° 21.764680858423162, 4° 56.28693351306437', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124410.0 ||| Y= 486190.0', Coordinaten_DECIMAL='X= 52.36274468097372 ||| Y= 4.938115558551073'}
GefilterdeAdressen: {orderID=221 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KJ', huisnummer=127, order='iphone 12', Coordinaten_DMS='52° 21.764680858423162, 4° 56.28693351306437', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124410.0 ||| Y= 486190.0', Coordinaten_DECIMAL='X= 52.36274468097372 ||| Y= 4.938115558551073'}
GefilterdeAdressen: {orderID=216 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KT', huisnummer=126, order='iphone 12', Coordinaten_DMS='52° 21.752080984905717, 4° 56.23509014473832', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124351.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253468308176 ||| Y= 4.937251502412305'}
GefilterdeAdressen: {orderID=217 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KT', huisnummer=126, order='iphone 12', Coordinaten_DMS='52° 21.752080984905717, 4° 56.23509014473832', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124351.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253468308176 ||| Y= 4.937251502412305'}
GefilterdeAdressen: {orderID=212 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=125, order='iphone 12', Coordinaten_DMS='52° 21.76412156771022, 4° 56.28165397433817', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124404.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.36273535946184 ||| Y= 4.938027566238969'}
GefilterdeAdressen: {orderID=213 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=125, order='iphone 12', Coordinaten_DMS='52° 21.76412156771022, 4° 56.28165397433817', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124404.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.36273535946184 ||| Y= 4.938027566238969'}
GefilterdeAdressen: {orderID=214 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=125, order='iphone 12', Coordinaten_DMS='52° 21.76412156771022, 4° 56.28165397433817', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124404.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.36273535946184 ||| Y= 4.938027566238969'}
GefilterdeAdressen: {orderID=215 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=125, order='iphone 12', Coordinaten_DMS='52° 21.76412156771022, 4° 56.28165397433817', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124404.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.36273535946184 ||| Y= 4.938027566238969'}
GefilterdeAdressen: {orderID=428 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BL', huisnummer=4, order='iphone 12', Coordinaten_DMS='52° 21.795348408313657, 4° 56.410826751740274', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124551.0 ||| Y= 486246.0', Coordinaten_DECIMAL='X= 52.36325580680523 ||| Y= 4.940180445862338'}
GefilterdeAdressen: {orderID=429 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BL', huisnummer=4, order='iphone 12', Coordinaten_DMS='52° 21.795348408313657, 4° 56.410826751740274', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124551.0 ||| Y= 486246.0', Coordinaten_DECIMAL='X= 52.36325580680523 ||| Y= 4.940180445862338'}
GefilterdeAdressen: {orderID=430 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BL', huisnummer=4, order='iphone 12', Coordinaten_DMS='52° 21.795348408313657, 4° 56.410826751740274', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124551.0 ||| Y= 486246.0', Coordinaten_DECIMAL='X= 52.36325580680523 ||| Y= 4.940180445862338'}
GefilterdeAdressen: {orderID=431 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BL', huisnummer=4, order='iphone 12', Coordinaten_DMS='52° 21.795348408313657, 4° 56.410826751740274', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124551.0 ||| Y= 486246.0', Coordinaten_DECIMAL='X= 52.36325580680523 ||| Y= 4.940180445862338'}
GefilterdeAdressen: {orderID=211 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KT', huisnummer=124, order='iphone 12', Coordinaten_DMS='52° 21.752064245269906, 4° 56.23068600135532', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124346.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253440408783 ||| Y= 4.937178100022589'}
GefilterdeAdressen: {orderID=207 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KT', huisnummer=122, order='iphone 12', Coordinaten_DMS='52° 21.752047502903054, 4° 56.226281858036', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124341.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.362534125048384 ||| Y= 4.9371046976339334'}
GefilterdeAdressen: {orderID=208 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KT', huisnummer=122, order='iphone 12', Coordinaten_DMS='52° 21.752047502903054, 4° 56.226281858036', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124341.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.362534125048384 ||| Y= 4.9371046976339334'}
GefilterdeAdressen: {orderID=209 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=123, order='iphone 12', Coordinaten_DMS='52° 21.764640755823308, 4° 56.276363517992735', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124398.0 ||| Y= 486190.0', Coordinaten_DECIMAL='X= 52.362744012597055 ||| Y= 4.9379393919665455'}
GefilterdeAdressen: {orderID=210 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=123, order='iphone 12', Coordinaten_DMS='52° 21.764640755823308, 4° 56.276363517992735', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124398.0 ||| Y= 486190.0', Coordinaten_DECIMAL='X= 52.362744012597055 ||| Y= 4.9379393919665455'}
GefilterdeAdressen: {orderID=424 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BK', huisnummer=3, order='iphone 12', Coordinaten_DMS='52° 21.801343236236903, 4° 56.42750305144921', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124570.0 ||| Y= 486257.0', Coordinaten_DECIMAL='X= 52.36335572060395 ||| Y= 4.94045838419082'}
GefilterdeAdressen: {orderID=425 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BK', huisnummer=3, order='iphone 12', Coordinaten_DMS='52° 21.801343236236903, 4° 56.42750305144921', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124570.0 ||| Y= 486257.0', Coordinaten_DECIMAL='X= 52.36335572060395 ||| Y= 4.94045838419082'}
GefilterdeAdressen: {orderID=426 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BK', huisnummer=3, order='iphone 12', Coordinaten_DMS='52° 21.801343236236903, 4° 56.42750305144921', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124570.0 ||| Y= 486257.0', Coordinaten_DECIMAL='X= 52.36335572060395 ||| Y= 4.94045838419082'}
GefilterdeAdressen: {orderID=427 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BK', huisnummer=3, order='iphone 12', Coordinaten_DMS='52° 21.801343236236903, 4° 56.42750305144921', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124570.0 ||| Y= 486257.0', Coordinaten_DECIMAL='X= 52.36335572060395 ||| Y= 4.94045838419082'}
GefilterdeAdressen: {orderID=203 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=121, order='iphone 12', Coordinaten_DMS='52° 21.764620698623247, 4° 56.2710785205943', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124392.0 ||| Y= 486190.0', Coordinaten_DECIMAL='X= 52.36274367831039 ||| Y= 4.937851308676572'}
GefilterdeAdressen: {orderID=204 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=121, order='iphone 12', Coordinaten_DMS='52° 21.764620698623247, 4° 56.2710785205943', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124392.0 ||| Y= 486190.0', Coordinaten_DECIMAL='X= 52.36274367831039 ||| Y= 4.937851308676572'}
GefilterdeAdressen: {orderID=205 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=121, order='iphone 12', Coordinaten_DMS='52° 21.764620698623247, 4° 56.2710785205943', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124392.0 ||| Y= 486190.0', Coordinaten_DECIMAL='X= 52.36274367831039 ||| Y= 4.937851308676572'}
GefilterdeAdressen: {orderID=206 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=121, order='iphone 12', Coordinaten_DMS='52° 21.764620698623247, 4° 56.2710785205943', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124392.0 ||| Y= 486190.0', Coordinaten_DECIMAL='X= 52.36274367831039 ||| Y= 4.937851308676572'}
GefilterdeAdressen: {orderID=199 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=119, order='iphone 12', Coordinaten_DMS='52° 21.764600637489906, 4° 56.26579352328753', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124386.0 ||| Y= 486190.0', Coordinaten_DECIMAL='X= 52.362743343958165 ||| Y= 4.937763225388125'}
GefilterdeAdressen: {orderID=200 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=119, order='iphone 12', Coordinaten_DMS='52° 21.764600637489906, 4° 56.26579352328753', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124386.0 ||| Y= 486190.0', Coordinaten_DECIMAL='X= 52.362743343958165 ||| Y= 4.937763225388125'}
GefilterdeAdressen: {orderID=201 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=119, order='iphone 12', Coordinaten_DMS='52° 21.764600637489906, 4° 56.26579352328753', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124386.0 ||| Y= 486190.0', Coordinaten_DECIMAL='X= 52.362743343958165 ||| Y= 4.937763225388125'}
GefilterdeAdressen: {orderID=202 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=119, order='iphone 12', Coordinaten_DMS='52° 21.764600637489906, 4° 56.26579352328753', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124386.0 ||| Y= 486190.0', Coordinaten_DECIMAL='X= 52.362743343958165 ||| Y= 4.937763225388125'}
GefilterdeAdressen: {orderID=421 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BL', huisnummer=2, order='iphone 12', Coordinaten_DMS='52° 21.798560573200376, 4° 56.40462824464633', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124544.0 ||| Y= 486252.0', Coordinaten_DECIMAL='X= 52.36330934288667 ||| Y= 4.940077137410772'}
GefilterdeAdressen: {orderID=422 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BL', huisnummer=2, order='iphone 12', Coordinaten_DMS='52° 21.798560573200376, 4° 56.40462824464633', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124544.0 ||| Y= 486252.0', Coordinaten_DECIMAL='X= 52.36330934288667 ||| Y= 4.940077137410772'}
GefilterdeAdressen: {orderID=423 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BL', huisnummer=2, order='iphone 12', Coordinaten_DMS='52° 21.798560573200376, 4° 56.40462824464633', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124544.0 ||| Y= 486252.0', Coordinaten_DECIMAL='X= 52.36330934288667 ||| Y= 4.940077137410772'}
GefilterdeAdressen: {orderID=195 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=117, order='iphone 12', Coordinaten_DMS='52° 21.764044675514782, 4° 56.26139482189538', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124381.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.362734077925246 ||| Y= 4.937689913698256'}
GefilterdeAdressen: {orderID=196 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=117, order='iphone 12', Coordinaten_DMS='52° 21.764044675514782, 4° 56.26139482189538', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124381.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.362734077925246 ||| Y= 4.937689913698256'}
GefilterdeAdressen: {orderID=197 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=117, order='iphone 12', Coordinaten_DMS='52° 21.764044675514782, 4° 56.26139482189538', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124381.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.362734077925246 ||| Y= 4.937689913698256'}
GefilterdeAdressen: {orderID=198 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=117, order='iphone 12', Coordinaten_DMS='52° 21.764044675514782, 4° 56.26139482189538', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124381.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.362734077925246 ||| Y= 4.937689913698256'}
GefilterdeAdressen: {orderID=417 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BK', huisnummer=1, order='iphone 12', Coordinaten_DMS='52° 21.804022823104816, 4° 56.423071673475995', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124565.0 ||| Y= 486262.0', Coordinaten_DECIMAL='X= 52.36340038038508 ||| Y= 4.940384527891267'}
GefilterdeAdressen: {orderID=418 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BK', huisnummer=1, order='iphone 12', Coordinaten_DMS='52° 21.804022823104816, 4° 56.423071673475995', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124565.0 ||| Y= 486262.0', Coordinaten_DECIMAL='X= 52.36340038038508 ||| Y= 4.940384527891267'}
GefilterdeAdressen: {orderID=419 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BK', huisnummer=1, order='iphone 12', Coordinaten_DMS='52° 21.804022823104816, 4° 56.423071673475995', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124565.0 ||| Y= 486262.0', Coordinaten_DECIMAL='X= 52.36340038038508 ||| Y= 4.940384527891267'}
GefilterdeAdressen: {orderID=420 naam=' dummy', straatnaam='Eerste Ceramstraat', postcode='1095BK', huisnummer=1, order='iphone 12', Coordinaten_DMS='52° 21.804022823104816, 4° 56.423071673475995', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124565.0 ||| Y= 486262.0', Coordinaten_DECIMAL='X= 52.36340038038508 ||| Y= 4.940384527891267'}
GefilterdeAdressen: {orderID=191 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=115, order='iphone 12', Coordinaten_DMS='52° 21.764021262069946, 4° 56.25522899315841', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124374.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.362733687701166 ||| Y= 4.937587149885974'}
GefilterdeAdressen: {orderID=192 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=115, order='iphone 12', Coordinaten_DMS='52° 21.764021262069946, 4° 56.25522899315841', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124374.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.362733687701166 ||| Y= 4.937587149885974'}
GefilterdeAdressen: {orderID=193 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=115, order='iphone 12', Coordinaten_DMS='52° 21.764021262069946, 4° 56.25522899315841', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124374.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.362733687701166 ||| Y= 4.937587149885974'}
GefilterdeAdressen: {orderID=194 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KH', huisnummer=115, order='iphone 12', Coordinaten_DMS='52° 21.764021262069946, 4° 56.25522899315841', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124374.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.362733687701166 ||| Y= 4.937587149885974'}
GefilterdeAdressen: {orderID=187 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=113, order='iphone 12', Coordinaten_DMS='52° 21.763465293552855, 4° 56.25083029495045', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124369.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.362724421559214 ||| Y= 4.937513838249174'}
GefilterdeAdressen: {orderID=188 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=113, order='iphone 12', Coordinaten_DMS='52° 21.763465293552855, 4° 56.25083029495045', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124369.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.362724421559214 ||| Y= 4.937513838249174'}
GefilterdeAdressen: {orderID=189 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=113, order='iphone 12', Coordinaten_DMS='52° 21.763465293552855, 4° 56.25083029495045', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124369.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.362724421559214 ||| Y= 4.937513838249174'}
GefilterdeAdressen: {orderID=190 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=113, order='iphone 12', Coordinaten_DMS='52° 21.763465293552855, 4° 56.25083029495045', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124369.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.362724421559214 ||| Y= 4.937513838249174'}
GefilterdeAdressen: {orderID=183 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KS', huisnummer=112, order='iphone 12', Coordinaten_DMS='52° 21.751957046921575, 4° 56.202499485213515', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124314.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253261744869 ||| Y= 4.936708324753559'}
